label,angry,bored,disgust,happy,sad,shy,stressed,surprised
shy,0.00,0.00,0.00,0.21,0.07,0.73,0.00,0.00
shy,0.00,0.00,0.00,0.21,0.10,0.70,0.00,0.00
shy,0.00,0.00,0.00,0.19,0.15,0.66,0.00,0.00
shy,0.00,0.00,0.00,0.16,0.31,0.52,0.00,0.00
shy,0.00,0.00,0.00,0.18,0.32,0.50,0.00,0.00
sad,0.00,0.00,0.00,0.21,0.48,0.32,0.00,0.00
sad,0.00,0.00,0.00,0.38,0.45,0.16,0.00,0.00
sad,0.00,0.00,0.08,0.42,0.47,0.03,0.00,0.00
sad,0.00,0.01,0.11,0.43,0.44,0.01,0.00,0.00
happy,0.00,0.01,0.16,0.45,0.35,0.04,0.00,0.00
happy,0.00,0.01,0.32,0.47,0.16,0.03,0.00,0.00
happy,0.00,0.00,0.31,0.59,0.06,0.03,0.00,0.00
happy,0.00,0.00,0.30,0.61,0.04,0.04,0.00,0.00
happy,0.00,0.00,0.40,0.46,0.06,0.06,0.00,0.01
disgust,0.01,0.01,0.41,0.37,0.06,0.07,0.00,0.06
happy,0.04,0.01,0.01,0.92,0.00,0.00,0.00,0.03
happy,0.27,0.02,0.12,0.52,0.00,0.01,0.01,0.03
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.97,0.00,0.03,0.00
sad,0.00,0.00,0.00,0.00,0.97,0.00,0.02,0.00
sad,0.08,0.00,0.00,0.00,0.91,0.00,0.00,0.00
sad,0.15,0.01,0.00,0.00,0.79,0.02,0.02,0.00
shy,0.03,0.00,0.00,0.00,0.01,0.64,0.32,0.00
stressed,0.01,0.01,0.00,0.00,0.00,0.01,0.98,0.00
stressed,0.01,0.03,0.00,0.00,0.00,0.00,0.95,0.00
sad,0.14,0.20,0.00,0.00,0.45,0.00,0.21,0.01
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.01,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.01,0.00,0.00,0.99,0.00,0.00,0.00
bored,0.00,0.97,0.00,0.00,0.02,0.00,0.00,0.00
stressed,0.00,0.29,0.00,0.00,0.01,0.06,0.64,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.08
stressed,0.00,0.02,0.00,0.00,0.00,0.00,0.79,0.19
stressed,0.00,0.00,0.00,0.00,0.00,0.01,0.97,0.02
sad,0.03,0.24,0.00,0.00,0.68,0.00,0.04,0.01
bored,0.15,0.71,0.00,0.00,0.14,0.00,0.00,0.00
bored,0.08,0.72,0.00,0.01,0.20,0.00,0.00,0.00
bored,0.00,0.76,0.00,0.12,0.11,0.00,0.00,0.00
happy,0.00,0.01,0.00,0.88,0.11,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.78,0.21,0.00,0.00,0.00
happy,0.00,0.01,0.00,0.72,0.27,0.00,0.00,0.00
sad,0.09,0.03,0.00,0.14,0.74,0.00,0.00,0.00
sad,0.12,0.04,0.00,0.06,0.79,0.00,0.00,0.00
sad,0.09,0.01,0.00,0.00,0.90,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.06,0.93,0.01,0.00,0.00
bored,0.00,0.79,0.00,0.01,0.10,0.00,0.00,0.10
bored,0.00,0.95,0.00,0.00,0.02,0.00,0.00,0.02
surprised,0.00,0.05,0.00,0.00,0.40,0.09,0.04,0.42
sad,0.00,0.04,0.00,0.00,0.51,0.11,0.01,0.34
sad,0.00,0.00,0.00,0.00,0.50,0.04,0.01,0.46
sad,0.00,0.00,0.00,0.00,0.51,0.02,0.01,0.47
surprised,0.00,0.00,0.00,0.00,0.42,0.01,0.00,0.56
sad,0.00,0.16,0.03,0.01,0.76,0.01,0.00,0.03
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
bored,0.07,0.47,0.00,0.05,0.39,0.00,0.00,0.02
sad,0.23,0.20,0.00,0.01,0.55,0.00,0.00,0.00
sad,0.34,0.12,0.00,0.01,0.53,0.00,0.00,0.00
angry,0.52,0.03,0.00,0.00,0.45,0.00,0.00,0.00
sad,0.37,0.03,0.00,0.00,0.59,0.00,0.00,0.00
angry,0.59,0.01,0.00,0.00,0.40,0.00,0.00,0.00
sad,0.26,0.01,0.00,0.00,0.73,0.00,0.00,0.00
sad,0.03,0.01,0.00,0.12,0.84,0.00,0.00,0.00
happy,0.01,0.01,0.01,0.52,0.46,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.80,0.20,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.92,0.08,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.01,0.00,0.99,0.00,0.00,0.00,0.00
happy,0.00,0.03,0.00,0.97,0.00,0.00,0.00,0.00
happy,0.00,0.03,0.00,0.97,0.00,0.00,0.00,0.00
happy,0.00,0.01,0.00,0.99,0.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.07,0.90,0.03,0.00,0.00
sad,0.00,0.00,0.00,0.05,0.76,0.18,0.00,0.00
sad,0.00,0.00,0.00,0.02,0.69,0.28,0.00,0.00
sad,0.00,0.00,0.00,0.02,0.68,0.30,0.00,0.00
shy,0.00,0.00,0.00,0.01,0.28,0.67,0.00,0.03
shy,0.00,0.00,0.00,0.00,0.17,0.79,0.00,0.04
shy,0.00,0.00,0.00,0.00,0.26,0.64,0.00,0.10
shy,0.00,0.00,0.00,0.00,0.39,0.42,0.00,0.18
surprised,0.00,0.00,0.00,0.00,0.45,0.09,0.00,0.46
sad,0.00,0.00,0.00,0.00,0.63,0.27,0.00,0.10
sad,0.00,0.00,0.00,0.00,0.47,0.22,0.01,0.29
surprised,0.00,0.00,0.00,0.00,0.01,0.00,0.06,0.92
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.05
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.03
sad,0.00,0.00,0.00,0.00,0.94,0.01,0.04,0.01
sad,0.00,0.00,0.00,0.00,0.96,0.01,0.03,0.01
sad,0.00,0.01,0.00,0.00,0.98,0.00,0.01,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.01,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.00,0.12,0.00,0.14,0.74,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
